,cover_image_url,issue_month,issue_year
23,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1961_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1961
24,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1962_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1962
25,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1962_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1962
26,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1962_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1962
27,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1962_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1962
28,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1962_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1962
29,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1962_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1962
30,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1962_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1962
31,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1962_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1962
32,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1962_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1962
33,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1962_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1962
34,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1962_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1962
35,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1962_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1962
36,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1963_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1963
37,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1963_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1963
38,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1963_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1963
39,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1963_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1963
40,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1963_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1963
41,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1963_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1963
42,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1963_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1963
43,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1963_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1963
44,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1963_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1963
45,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1963_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1963
46,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1963_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1963
47,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1963_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1963
48,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1964_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1964
49,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1964_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1964
50,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1964_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1964
51,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1964_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1964
52,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1964_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1964
53,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1964_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1964
54,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1964_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1964
55,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1964_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1964
56,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1964_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1964
57,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1964_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1964
58,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1964_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1964
59,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1964_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1964
60,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1965_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1965
61,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1965_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1965
62,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1965_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1965
63,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1965_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1965
64,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1965_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1965
65,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1965_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1965
66,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1965_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1965
67,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1965_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1965
68,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1965_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1965
69,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1965_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1965
70,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1965_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1965
71,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1965_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1965
72,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1966_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1966
73,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1966_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1966
74,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1966_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1966
75,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1966_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1966
76,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1966_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1966
77,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1966_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1966
78,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1966_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1966
79,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1966_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1966
80,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1966_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1966
81,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1966_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1966
82,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1966_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1966
83,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1966_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1966
84,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1967_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1967
85,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1967_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1967
86,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1967_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1967
87,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1967_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1967
88,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1967_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1967
89,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1967_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1967
90,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1967_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1967
91,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1967_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1967
92,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1967_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1967
93,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1967_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1967
94,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1967_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1967
95,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1967_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1967
96,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1968_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1968
97,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1968_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1968
98,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1968_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1968
99,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1968_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1968
100,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1968_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1968
101,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1968_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1968
102,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1968_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1968
103,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1968_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1968
104,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1968_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1968
105,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1968_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1968
106,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1968_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1968
107,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1968_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1968
108,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1969_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1969
109,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1969_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1969
110,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1969_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1969
111,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1969_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1969
112,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1969_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1969
113,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1969_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1969
114,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1969_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1969
115,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1969_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1969
116,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1969_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1969
117,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1969_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1969
118,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1969_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1969
119,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1969_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1969
120,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1970_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1970
121,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1970_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1970
122,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1970_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1970
123,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1970_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1970
124,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1970_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1970
125,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1970_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1970
126,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1970_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1970
127,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1970_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1970
128,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1970_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1970
129,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1970_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1970
130,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1970_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1970
131,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1970_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1970
132,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1971_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1971
133,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1971_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1971
134,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1971_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1971
135,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1971_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1971
136,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1971_05/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,05,1971
137,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1971_06/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,06,1971
138,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1971_07/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,07,1971
139,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1971_08/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,08,1971
140,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1971_09/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,09,1971
141,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1971_10/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,10,1971
142,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1971_11/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,11,1971
143,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1971_12/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,12,1971
144,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1972_01/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,01,1972
145,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1972_02/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,02,1972
146,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1972_03/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,03,1972
147,https://archive.nationalgeographic.com/rvimageserver/National%20Geographic%20Society/National%20Geographic/NGM_1972_04/page0000001.jpg?type=1&amp;width=824&amp;quality=70&amp;v=v1,04,1972
